gene	FF6wks	FF6wks	FF6wks	FMC6wks	FMC6wks	FMC6wks
Cep55	9	4	13	12	10	6
Cep57	100	147	140	141	125	144
Cep57l1	47	61	43	58	47	40
Cep63	238	293	276	324	259	317
Cep68	195	201	159	173	196	174
Cep70	162	153	133	195	145	106
Cep72	39	39	39	64	32	45
Cep76	50	59	42	52	55	48
Cep78	58	68	50	86	79	58
Cep85	134	133	112	119	116	112
Cep85l	291	342	275	407	313	367
Cep89	97	146	88	106	117	102
Cep95	111	130	101	129	108	125
Cep97	219	285	168	250	185	189
Cept1	242	319	252	303	291	216
Cer1	2	2	1	2	0	1
Cercam	57	44	28	68	41	44
Cerk	192	198	179	193	197	198
Cerkl	3	8	3	2	0	4
Cers1	0	0	0	0	0	0
Cers2	733	1063	720	1137	867	782
Cers3	2	3	2	4	1	2
Cers4	276	283	208	266	265	264
Cers5	117	148	107	125	142	115
Cers6	82	66	58	58	56	62
Ces1a	1	1	0	0	0	0
Ces1b	0	0	1	0	3	0
Ces1c	0	0	0	2	0	0
Ces1d	8	6	8	3	3	0
Ces1e	5	0	2	2	0	3
Ces1f	1	3	2	3	2	4
Ces1g	1	0	0	0	0	0
Ces2a	0	1	0	2	0	1
Ces2b	0	0	0	1	0	0
Ces2c	0	0	0	0	0	0
Ces2d-ps	0	0	0	0	0	0
Ces2e	1	0	0	1	0	1
Ces2f	1	0	0	0	0	1
Ces2g	19	23	13	7	7	4
Ces2h	0	0	0	1	0	0
Ces3a	1	0	0	0	1	0
Ces3b	1	3	0	0	0	1
Ces4a	1	0	0	0	2	3
Ces5a	5	0	0	1	1	2
Cetn1	0	0	1	0	0	0
Cetn2	193	278	183	237	189	185
Cetn3	447	706	563	640	546	645
Cetn4	72	87	59	99	57	48
Cfb	28	25	25	41	41	32
Cfc1	1	0	4	1	1	0
Cfd	1	0	2	0	0	0
Cfdp1	745	905	627	849	747	785
Cfh	1370	2477	2213	2514	2087	1938
Cfhr1	0	0	1	1	0	0
Cfhr2	0	0	1	0	4	1
Cfi	0	1	0	4	5	8
Cfl1	2370	2893	2453	3195	2371	2529
Cfl2	437	385	308	556	334	297
Cflar	682	887	660	981	678	786
Cfp	37	36	35	30	28	27
Cftr	26	121	96	45	10	18
Cga	9	0	1	0	0	0
Cggbp1	297	399	319	358	324	317
Cgn	29	32	31	31	53	31
Cgnl1	746	1667	1303	1322	1234	1110
Cgref1	60	59	47	31	55	47
Cgrrf1	61	116	86	75	68	93
Ch25h	8	9	17	6	12	5
Chac1	11	9	4	3	6	0
Chac2	47	108	76	105	99	107
Chad	24	36	22	60	31	53
Chadl	42	49	38	83	73	53
Chaf1a	89	69	73	93	66	75
Chaf1b	5	5	6	1	7	6
Chat	3	1	0	2	2	1
Chchd1	72	88	86	104	87	90
Chchd10	530	682	541	700	601	558
Chchd2	250	293	228	273	226	261
Chchd3	422	540	430	665	557	675
Chchd4	50	70	52	33	66	44
Chchd5	23	30	22	52	28	35
Chchd6	39	44	40	31	29	36
Chchd7	38	76	57	66	52	53
Chd1	532	626	514	695	554	563
Chd1l	148	218	138	186	163	197
Chd2	730	845	660	959	850	777
Chd3	2267	2199	1686	1862	1877	1754
Chd4	2222	2709	2096	3004	2451	2548
Chd5	943	720	507	526	798	659
Chd6	1024	1003	853	1179	1091	1011
Chd7	501	528	403	728	461	571
Chd8	785	896	682	948	862	760
Chd9	1176	1179	918	1384	1244	1010
Chdh	157	148	65	134	91	112
Chek1	8	10	9	7	4	10
Chek2	31	40	31	33	16	26
Cherp	289	305	284	334	257	262
Chfr	216	177	137	211	178	151
Chga	572	315	249	266	318	273
Chgb	1400	1097	775	695	970	875
Chi3l1	52	31	23	81	37	50
Chi3l3	88	24	32	21	7	6
Chi3l4	1	1	1	3	1	0
Chia	3	1	3	1	4	1
Chic1	221	223	157	232	259	202
Chic2	80	106	109	148	114	100
Chid1	132	174	126	161	166	144
Chit1	2	3	0	0	1	0
Chka	168	209	158	267	177	162
Chkb	0	1	0	0	0	0
Chl1	397	327	183	393	443	355
Chm	288	366	293	413	347	299
Chml	128	122	133	111	141	157
Chmp1a	126	177	144	148	126	140
Chmp1b	318	447	373	449	328	345
Chmp2a	555	826	609	853	712	686
Chmp2b	253	443	351	508	386	452
Chmp3	641	940	727	862	722	777
Chmp4b	1101	1540	1231	1558	1264	1487
Chmp4c	3	6	0	3	1	2
Chmp5	774	1209	1027	1103	994	1093
Chmp6	58	92	73	99	73	65
Chmp7	298	402	328	422	385	402
Chn1	882	282	211	289	293	284
Chn2	334	499	280	462	393	356
Chodl	6	9	18	15	33	14
Chordc1	240	249	242	269	241	246
Chp1	357	515	499	521	468	420
Chp2	24	33	22	15	9	19
Chpf	125	172	149	127	159	123
Chpf2	100	98	81	112	85	82
Chpt1	515	635	546	888	685	703
Chrac1	113	211	164	157	175	140
Chrd	61	85	73	67	62	64
Chrdl1	50	16	18	4	9	10
Chrdl2	5	2	3	1	5	1
Chrm1	181	69	39	49	62	51
Chrm2	12	7	4	11	9	7
Chrm3	47	17	25	12	16	12
Chrm4	19	2	6	4	1	6
Chrm5	30	28	31	15	27	29
Chrna1	14	13	13	27	9	10
Chrna10	2	4	0	0	2	0
Chrna2	3	4	2	3	1	2
Chrna3	8	5	3	7	8	7
Chrna4	35	31	18	29	22	31
Chrna5	0	1	0	1	1	0
Chrna6	3	1	0	2	0	0
Chrna7	24	20	9	13	13	14
Chrna9	1	0	1	0	0	0
Chrnb1	44	83	47	51	39	56
Chrnb2	83	74	66	47	86	48
Chrnb3	4	4	2	4	0	3
Chrnb4	8	6	4	5	8	3
Chrnd	1	1	2	2	1	0
Chrne	2	7	0	0	2	2
Chrng	2	1	0	0	0	1
Chst1	251	142	111	201	191	173
Chst10	130	105	94	222	200	187
Chst11	462	700	493	844	619	634
Chst12	75	133	113	117	114	101
Chst13	4	11	1	8	2	7
Chst14	18	26	31	21	31	25
Chst15	446	717	609	636	465	453
Chst2	1351	1281	1079	2635	1657	1961
Chst3	100	110	77	144	107	104
Chst4	2	1	0	0	0	1
Chst5	6	6	5	18	9	9
Chst7	10	2	7	19	11	6
Chst8	22	39	8	71	34	32
Chst9	3	2	1	0	4	2
Chsy1	119	130	124	156	150	129
Chsy3	26	30	28	50	35	23
Chtf18	9	11	7	9	6	12
Chtf8	308	334	318	372	307	299
Chtop	394	546	394	513	424	441
Chuk	281	282	244	333	249	279
Churc1	102	175	128	128	101	157
Ciao1	192	238	203	210	233	176
Ciapin1	70	67	56	72	67	60
Cib1	76	128	113	133	114	107
Cib2	13	21	20	14	26	22
Cib3	0	0	1	0	0	0
Cib4	1	0	0	1	0	0
Cic	699	619	544	756	622	544
Cidea	61	50	51	48	65	42
Cideb	3	2	1	7	3	2
Cidec	0	0	0	1	0	0
Ciita	61	63	71	60	56	48
Cilp	3	50	5	10	25	36
Cilp2	21	24	22	39	18	9
Cinp	61	76	62	73	63	76
Cir1	316	420	329	403	286	379
Cirbp	81	190	115	164	163	117
Cirh1a	89	80	64	86	81	61
Cisd1	121	145	141	159	131	121
Cisd2	259	284	308	296	253	225
Cisd3	27	18	19	22	10	26
Cish	8	20	17	20	10	11
Cit	527	346	200	305	350	283
Cited1	10	11	11	6	10	4
Cited2	374	501	530	483	455	368
Cited4	14	7	23	10	15	17
Ciz1	412	469	343	496	404	381
Ckap2	15	23	36	36	17	11
Ckap2l	48	28	56	58	43	15
Ckap4	223	276	231	285	246	227
Ckap5	1193	1395	1120	1709	1444	1403
Ckb	5604	7194	6310	9884	7341	7881
Cklf	11	17	7	15	16	8
Ckm	2	2	0	1	4	0
Ckmt1	328	250	162	142	242	165
Ckmt2	6	2	1	1	0	3
Cks1b	15	29	31	17	21	15
Cks2	15	6	20	14	15	13
Clasp1	639	715	521	844	680	560
Clasp2	1361	1578	1047	1775	1375	1361
Clasrp	424	402	281	481	383	388
Clca1	4	3	5	11	8	2
Clca2	1	1	0	1	3	0
Clca3	0	1	0	2	1	0
Clca4	0	0	3	0	0	3
Clca5	4	3	0	6	3	2
Clca6	3	3	0	3	0	3
Clcc1	182	223	212	285	256	231
Clcf1	16	13	11	9	10	7
Clcn1	18	6	7	14	8	9
Clcn2	235	343	189	370	290	264
Clcn3	855	901	627	1018	912	790
Clcn4-2	739	806	673	838	684	731
Clcn5	62	103	65	89	74	88
Clcn6	177	148	108	184	169	174
Clcn7	214	240	151	245	188	179
Clcnka	5	2	3	5	0	1
Clcnkb	0	1	0	3	5	1
Cldn1	13	35	48	16	30	35
Cldn10	57	53	31	116	100	117
Cldn11	2949	3702	2797	3277	2820	2457
Cldn12	134	197	145	203	151	170
Cldn13	1	0	1	1	2	0
Cldn14	37	30	32	53	39	58
Cldn15	2	2	2	1	0	0
Cldn16	1	0	0	0	1	0
Cldn17	2	2	5	7	5	1
Cldn18	0	1	0	3	1	0
Cldn19	7	2	4	11	10	8
Cldn2	11	7	8	4	10	6
Cldn20	2	4	2	9	6	3
Cldn22	0	3	0	5	2	2
Cldn23	1	4	2	0	0	0
Cldn24	0	1	0	1	0	0
Cldn25	431	626	445	704	555	497
Cldn26	1	0	0	4	0	0
Cldn3	12	5	4	3	8	7
Cldn4	1	0	0	0	0	0
Cldn5	34	101	50	76	55	65
Cldn6	2	1	0	2	0	0
Cldn7	1	1	2	2	2	1
Cldn8	1	2	9	7	3	6
Cldn9	4	16	9	2	1	0
Cldnd2	4	1	1	0	0	0
Clec10a	31	22	19	12	23	9
Clec11a	57	19	43	21	24	18
Clec12a	76	64	63	87	64	83
Clec12b	1	1	1	1	1	4
Clec14a	19	60	60	30	25	22
Clec16a	393	448	345	514	375	290
Clec18a	3	6	0	2	4	5
Clec1a	1	16	5	19	12	11
Clec1b	0	0	2	0	0	0
Clec2d	93	81	104	121	103	92
Clec2e	0	0	0	0	0	3
Clec2g	0	1	2	2	3	4
Clec2h	3	3	0	4	1	1
Clec2i	4	4	4	7	1	0
Clec2l	30	16	19	22	15	12
Clec3a	1	2	0	1	0	3
Clec3b	574	707	1241	586	1044	975
Clec4a1	23	28	32	36	16	22
Clec4a2	25	40	30	25	19	19
Clec4a3	27	33	38	21	14	21
Clec4a4	0	2	2	0	0	0
Clec4b1	2	7	4	9	1	2
Clec4b2	2	0	0	0	0	0
Clec4d	4	1	3	0	0	1
Clec4e	13	2	2	2	3	0
Clec4f	1	0	3	3	0	0
Clec4g	1	0	0	0	3	1
Clec4n	5	7	13	4	4	10
Clec5a	48	50	35	46	17	25
Clec7a	46	109	44	82	53	37
Clec9a	13	11	9	37	10	14
Clgn	118	137	105	269	92	259
Clhc1	0	2	1	2	3	0
Clic1	266	415	467	446	326	365
Clic3	22	10	10	17	17	15
Clic4	2742	4465	3430	4777	2860	3315
Clic5	29	36	35	35	14	25
Clic6	5	7	10	5	15	5
Clint1	556	841	718	808	630	725
Clip1	1080	997	800	992	889	881
Clip2	822	889	623	1022	772	908
Clip3	1575	1605	1210	1842	1454	1367
Clip4	208	344	254	285	248	198
Clk1	1410	1564	1193	1627	1266	1129
Clk2	250	304	234	289	263	255
Clk3	239	279	256	343	278	230
Clk4	515	504	409	620	449	461
Clmn	746	648	464	799	615	608
Clmp	152	346	323	294	316	285
Cln3	38	61	49	75	43	43
Cln5	147	230	200	237	203	201
Cln6	33	24	27	34	32	37
Cln8	148	168	118	217	154	160
Clnk	2	3	3	4	4	5
Clns1a	343	415	269	402	374	360
Clock	972	1244	1050	1267	1067	1026
Clp1	22	40	34	35	34	31
Clpb	185	202	166	241	176	195
Clpp	152	208	161	210	177	228
Clps	0	3	0	0	0	1
Clpsl2	0	0	0	0	1	0
Clptm1	592	846	577	845	760	737
Clptm1l	364	554	489	562	456	485
Clpx	240	363	282	350	278	312
Clrn1	2	3	7	5	5	6
Clrn2	0	0	0	0	0	0
Clrn3	2	0	1	0	0	0
Clspn	41	31	35	48	40	28
Clstn1	1909	1693	1205	1556	1576	1512
Clstn2	121	106	103	99	95	71
Clstn3	441	448	273	306	415	318
Clta	1496	2153	1849	2101	1819	1983
Cltb	1044	1348	1142	1406	1043	1159
Cltc	2495	3360	2599	3260	2977	2686
Clu	3850	5306	4460	7444	5006	5993
Cluap1	323	417	360	442	352	394
Cluh	322	387	239	440	395	400
Clvs1	26	15	12	15	29	11
Clvs2	24	20	12	12	25	15
Clybl	52	96	72	123	85	144
Cma1	21	4	16	8	14	11
Cma2	0	0	0	0	0	0
Cmah	217	190	145	257	196	198
Cmas	173	155	153	161	138	147
Cmbl	194	489	408	347	254	248
Cmc1	59	85	73	90	85	71
Cmc2	55	35	28	38	38	29
Cmip	756	647	512	704	716	574
Cmklr1	41	80	67	73	83	63
Cml1	23	26	24	53	26	33
Cml2	6	5	4	11	35	38
Cml3	26	49	13	53	42	46
Cml5	12	9	6	20	11	9
Cmpk1	373	593	494	598	524	501
Cmpk2	71	67	70	201	166	96
Cmss1	28	43	36	32	21	28
Cmtm1	1	0	0	1	1	0
Cmtm2a	2	0	1	1	1	1
Cmtm2b	0	1	1	0	0	0
Cmtm3	59	68	82	120	75	75
Cmtm4	457	479	432	586	455	423
Cmtm5	288	369	248	596	409	381
Cmtm6	248	431	385	441	357	343
Cmtm7	37	50	43	43	37	20
Cmtm8	10	29	16	14	17	15
Cmya5	83	58	64	84	64	67
Cnbd2	47	37	18	35	30	34
Cnbp	1332	1895	1476	1747	1578	1583
Cndp1	0	1	0	1	2	1
Cndp2	175	194	176	236	177	221
Cnep1r1	93	105	94	121	109	97
Cnfn	0	0	0	0	0	0
Cnga1	2	0	0	2	3	1
Cnga2	0	0	0	3	0	4
Cnga3	11	24	9	7	23	14
Cnga4	0	1	1	2	2	1
Cngb1	10	16	15	4	15	11
Cngb3	1	1	0	3	0	0
Cnih	220	301	267	302	273	271
Cnih2	102	45	32	29	40	33
Cnih3	59	20	7	11	14	24
Cnih4	289	410	344	503	395	372
Cnksr1	3	1	6	4	6	3
Cnksr2	1068	260	160	206	231	149
Cnksr3	100	157	99	192	152	137
Cnn1	5	11	10	4	8	5
Cnn2	128	257	304	217	184	161
Cnn3	1080	1789	1635	1819	1366	1366
Cnnm1	209	84	70	43	88	48
Cnnm2	153	251	140	213	177	165
Cnnm3	124	164	134	197	178	162
Cnnm4	48	69	49	46	43	58
Cnot1	836	1029	814	1071	913	809
Cnot10	240	311	279	361	291	303
Cnot11	133	139	127	162	122	141
Cnot2	258	275	228	325	283	251
Cnot3	360	402	297	409	316	369
Cnot4	366	373	325	446	326	280
Cnot6	229	244	255	325	223	211
Cnot6l	122	195	146	176	163	134
Cnot7	278	330	267	329	292	328
Cnot8	413	590	428	583	449	486
Cnp	4088	5179	3398	5275	4546	4462
Cnppd1	148	162	149	163	122	117
Cnpy1	1	0	0	1	0	2
Cnpy2	206	316	291	322	220	250
Cnpy3	294	348	300	374	268	343
Cnpy4	144	235	210	239	185	231
Cnr1	161	73	33	30	59	42
Cnr2	29	29	31	38	32	22
Cnrip1	98	108	81	104	106	70
Cnst	177	293	212	280	246	242
Cntd1	15	13	17	5	14	8
Cntf	0	0	1	2	0	3
Cntfr	367	362	268	598	382	429
Cntln	407	542	329	520	437	489
Cntn1	1384	1351	840	2216	1603	1732
Cntn2	1628	1442	999	2271	1278	1509
Cntn3	124	142	70	169	103	114
Cntn4	79	91	44	61	81	67
Cntn5	38	26	7	15	16	14
Cntn6	44	67	43	54	75	64
Cntnap1	268	144	99	110	108	84
Cntnap2	249	195	94	102	176	152
Cntnap3	4	6	9	5	4	6
Cntnap4	68	121	82	74	90	56
Cntnap5a	59	40	9	15	35	23
Cntnap5b	52	52	19	25	37	48
Cntnap5c	27	9	9	5	9	8
Cntrob	54	56	39	85	50	52
Coa3	51	89	63	67	75	62
Coa4	18	29	30	31	22	13
Coa5	248	303	210	369	317	319
Coa6	42	37	34	32	38	40
Coasy	106	171	112	181	142	143
Cobl	369	375	299	348	307	316
Cobll1	184	299	192	321	228	221
Coch	120	183	172	132	96	103
Cog1	181	238	180	204	212	171
Cog2	156	161	128	169	133	138
Cog3	299	361	273	392	294	298
Cog4	262	358	284	394	343	332
Cog5	184	210	186	220	182	165
Cog6	303	344	267	412	323	334
Cog7	138	202	137	171	145	163
Cog8	63	75	86	103	73	71
Coil	38	47	39	37	39	41
Col10a1	5	2	3	13	7	6
Col11a1	326	236	201	211	271	172
Col11a2	396	292	230	486	306	455
Col12a1	700	1766	913	1547	1133	799
Col13a1	37	65	51	80	50	63
Col14a1	60	60	100	90	86	53
Col15a1	37	68	41	95	31	57
Col16a1	247	307	247	419	308	299
Col17a1	12	18	13	9	15	9
Col18a1	144	374	336	236	291	211
Col19a1	115	7	5	6	5	3
Col1a1	6186	2557	2417	1762	1782	1208
Col1a2	3915	2692	2775	2298	2484	1867
Col20a1	23	48	52	63	62	35
Col22a1	74	50	94	51	60	27
Col23a1	316	492	488	467	529	386
Col24a1	32	12	10	9	16	15
Col25a1	354	434	363	289	406	352
Col26a1	28	50	71	44	78	47
Col27a1	91	116	71	136	83	100
Col28a1	5	5	4	3	3	0
Col2a1	31	29	29	42	40	46
Col3a1	1176	2275	2415	2453	2924	1908
Col4a1	622	879	855	655	847	590
Col4a2	461	753	548	457	597	413
Col4a3	20	36	24	20	23	11
Col4a3bp	654	756	632	756	713	690
Col4a4	19	22	14	22	16	31
Col4a5	207	396	410	411	445	384
Col4a6	69	121	132	109	93	65
Col5a1	320	447	390	416	470	302
Col5a2	383	489	439	454	489	371
Col5a3	91	99	89	164	86	129
Col6a1	1298	1927	1879	2073	1829	1465
Col6a2	1564	2959	2893	2870	2690	2296
Col6a3	140	246	170	240	228	141
Col6a4	19	5	3	10	4	7
Col6a5	179	73	55	37	45	40
Col6a6	7	7	9	8	13	5
Col7a1	18	28	18	37	32	24
Col8a1	103	201	150	215	248	146
Col8a2	152	239	209	220	187	169
Col9a1	8	17	16	21	26	14
Col9a2	132	352	319	248	276	289
Col9a3	84	119	75	114	107	127
Colec10	0	3	0	6	2	0
Colec11	5	3	3	3	1	1
Colec12	1183	2045	1722	1543	1475	1324
Colq	1	1	3	5	5	2
Commd1	241	372	322	355	341	329
Commd10	146	262	171	225	210	206
Commd2	40	54	47	57	50	53
Commd3	247	385	244	312	261	253
Commd4	63	76	75	87	71	84
Commd5	36	66	35	44	35	34
Commd6	66	90	88	80	86	68
Commd7	100	121	121	151	120	114
Commd8	327	378	321	455	382	340
Commd9	65	75	88	111	83	100
Comp	4	13	15	20	8	7
Comt	218	230	210	281	199	205
Comtd1	20	29	31	44	24	22
Copa	1295	1530	1440	1559	1511	1450
Copb1	381	492	411	516	394	455
Copb2	739	1160	1051	1049	981	1012
Cope	265	344	291	286	255	268
Copg1	745	897	727	819	740	751
Copg2	201	299	220	253	259	233
Coprs	45	63	52	42	49	44
Cops2	657	993	771	912	893	897
Cops3	300	407	325	428	371	321
Cops4	427	608	468	665	558	564
Cops5	242	267	200	312	235	228
Cops6	335	457	347	422	395	393
Cops7a	280	319	298	327	306	296
Cops7b	51	65	59	54	58	28
Cops8	182	243	212	230	212	221
Copz1	245	315	240	295	242	219
Copz2	122	236	206	185	188	185
Coq10a	71	113	91	94	78	75
Coq10b	42	81	69	77	57	52
Coq2	241	266	231	312	269	215
Coq3	55	64	49	58	54	51
Coq4	33	60	42	45	45	41
Coq5	175	253	204	281	220	250
Coq6	52	30	27	34	34	22
Coq7	145	145	133	166	121	153
Coq9	244	362	305	355	302	341
Corin	7	8	19	6	9	4
Coro1a	126	136	152	164	116	139
Coro1b	261	343	318	390	295	296
Coro1c	503	577	516	590	507	510
Coro2a	116	73	54	69	48	53
Coro2b	332	317	205	392	296	279
Coro6	17	12	14	13	8	10
Coro7	182	215	161	220	155	159
Cort	3	1	0	0	0	0
Cotl1	724	1080	989	1302	889	925
Cox10	105	85	72	117	78	101
Cox11	47	69	53	66	79	63
Cox14	79	121	76	106	73	84
Cox15	105	130	108	140	127	119
Cox16	146	174	201	172	185	130
Cox17	146	206	136	176	145	202
Cox18	22	34	17	32	32	23
Cox19	53	62	56	61	61	46
Cox20	75	109	76	112	106	84
Cox4i1	1201	1730	1298	1709	1332	1663
Cox4i2	8	10	7	15	10	8
Cox5a	148	240	179	228	176	145
Cox5b	901	1073	884	1071	864	1051
Cox6a1	279	303	293	345	309	268
Cox6a2	25	8	20	13	7	10
Cox6b1	158	217	169	216	139	190
Cox6b2	66	160	128	131	103	109
Cox6c	1279	1640	1352	1471	1237	1044
Cox7a1	22	74	58	49	53	72
Cox7a2	134	191	106	141	119	134
Cox7a2l	298	379	321	385	289	319
Cox7b	375	506	389	438	433	446
Cox7b2	3	2	3	6	6	5
Cox7c	89	138	92	122	95	88
Cox8a	1273	1387	1221	1281	1138	946
Cox8b	4	5	5	6	6	22
Cox8c	1	0	0	0	1	0
Cp	1284	2176	1931	1824	1730	1410
Cpa1	0	3	1	0	0	0
Cpa2	1	8	5	5	4	6
Cpa3	34	20	26	13	24	28
Cpa4	9	7	3	2	8	7
Cpa5	1	2	1	2	2	2
Cpa6	5	0	4	1	0	0
Cpb1	8	22	23	15	15	12
Cpb2	4	3	5	4	1	2
Cpd	1314	1518	1046	2123	1353	1432
Cpe	4684	4661	3193	6493	5000	5512
Cpeb1	116	104	60	106	107	71
Cpeb2	655	810	621	861	688	671
Cpeb3	312	325	217	328	277	254
Cpeb4	355	364	235	407	340	325
Cped1	546	1464	989	1196	1047	984
Cphx1	0	0	0	0	0	0
Cphx2	0	0	0	0	0	0
Cplx1	466	82	61	86	88	80
Cplx2	1711	456	319	609	508	529
Cplx3	37	4	1	7	2	1
Cplx4	0	0	0	1	0	1
Cpm	490	380	368	481	387	390
Cpn1	4	7	0	1	1	4
Cpn2	5	2	0	1	2	1
Cpne1	269	297	322	378	267	281
Cpne2	86	129	98	173	131	122
Cpne3	275	332	309	401	306	326
Cpne4	77	15	7	2	9	7
Cpne5	72	21	14	7	13	13
Cpne6	125	47	20	28	48	49
Cpne7	77	72	54	54	81	52
Cpne8	296	283	191	269	226	193
Cpne9	52	9	8	10	13	8
Cpox	420	638	333	647	397	498
Cpped1	192	245	184	286	213	196
Cpq	185	405	353	422	253	275
Cps1	3	3	1	3	2	2
Cpsf1	222	237	187	282	214	214
Cpsf2	223	316	253	266	277	251
Cpsf3	481	546	450	572	371	376
Cpsf3l	78	101	92	117	97	81
Cpsf4	50	36	28	30	39	34
Cpsf4l	0	2	2	7	4	9
Cpsf6	551	607	494	643	607	494
Cpsf7	297	311	260	345	284	253
Cpt1a	338	489	462	557	476	461
Cpt1b	0	0	1	2	2	0
Cpt1c	185	172	138	189	144	149
Cpt2	188	279	271	318	215	190
Cpvl	1	0	2	0	3	1
Cpxcr1	0	0	0	0	0	0
Cpxm1	63	120	124	81	93	87
Cpxm2	96	178	164	113	90	101
Cpz	46	26	17	22	24	17
Cr1l	105	179	178	173	185	170
Cr2	28	27	12	36	29	22
Crabp1	1	2	4	3	0	0
Crabp2	375	1276	1131	850	728	799
Cradd	32	34	23	33	41	24
Cramp1l	228	280	191	290	244	219
Crat	165	239	210	285	234	239
Crb1	39	39	29	77	58	34
Crb2	48	72	56	58	44	68
Crb3	1	0	1	0	1	0
Crbn	276	439	309	410	362	380
Crcp	94	92	83	90	78	96
Crct1	0	0	1	0	1	0
Creb1	398	502	347	490	408	463
Creb3	180	206	207	219	182	199
Creb3l1	151	167	202	182	173	158
Creb3l2	197	295	303	274	283	251
Creb3l3	3	5	0	5	1	5
Creb3l4	10	2	5	5	5	9
Creb5	120	134	103	181	127	108
Crebbp	1118	1066	819	1094	922	886
Crebl2	120	246	161	213	164	189
Crebrf	840	971	809	985	861	869
Crebzf	418	436	366	470	423	379
Creg1	219	338	283	297	292	267
Creg2	243	130	67	124	107	116
Creld1	156	190	154	135	108	120
Creld2	132	192	169	151	150	155
Crem	72	107	67	96	112	116
Crh	18	1	0	0	0	1
Crhbp	8	3	3	2	2	1
Crhr1	17	3	3	0	2	1
Crhr2	4	2	0	1	4	2
Crim1	744	1135	784	1093	1086	906
Crip1	35	63	65	53	36	42
Crip2	241	255	253	317	281	253
Crip3	3	0	2	2	3	1
Cript	126	154	129	130	95	131
Crisp1	0	0	0	0	0	1
Crisp2	0	2	1	1	4	0
Crisp3	2	0	0	0	0	0
Crisp4	0	0	0	0	0	0
Crispld1	195	155	150	155	140	137
Crispld2	197	430	337	304	256	222
Crk	581	689	594	766	616	583
Crkl	195	261	209	304	244	247
Crlf1	9	23	12	10	14	10
Crlf2	18	16	21	16	13	14
Crlf3	79	102	94	113	92	123
Crls1	134	160	132	175	140	119
Crmp1	229	123	78	92	162	106
Crnkl1	298	406	295	373	306	351
Crnn	1	5	0	3	0	1
Crocc	332	355	256	300	347	309
Crot	359	487	400	603	487	518
Crp	2	1	0	1	1	2
Crtac1	88	38	17	14	33	21
Crtam	2	4	0	3	3	2
Crtap	114	217	186	178	167	156
Crtc1	334	257	194	222	254	187
Crtc2	119	138	134	145	113	117
Crtc3	171	221	183	224	181	172
Crx	3	7	2	6	1	1
Crxos1	1	4	2	5	2	1
Cry1	56	63	75	90	73	64
Cry2	295	278	181	293	251	258
Cryaa	1	1	1	2	0	0
Cryab	887	1340	1711	1892	1395	1424
Cryba1	1	1	6	2	3	1
Cryba2	0	0	0	0	0	0
Cryba4	2	1	0	2	3	2
Crybb1	17	9	3	19	4	5
Crybb2	0	0	1	3	0	1
Crybb3	6	1	2	1	2	1
Crybg3	199	295	207	307	200	205
Cryga	0	0	0	0	0	2
Crygb	0	0	0	0	0	0
Crygc	0	0	0	0	0	0
Crygd	0	0	0	0	0	0
Cryge	0	0	0	0	0	0
Crygf	0	0	0	0	0	0
Crygn	1	6	1	5	3	3
Crygs	3	0	1	2	1	1
Cryl1	24	66	52	73	41	57
Crym	20	8	8	3	4	2
Cryz	27	43	26	42	30	24
Cryzl1	142	188	143	174	189	150
Cs	548	622	458	896	668	723
Csad	110	163	137	203	173	126
Csda	432	653	545	596	484	556
Csdc2	419	497	423	669	566	582
Csde1	2046	2835	2262	2852	2251	2267
Cse1l	286	330	314	338	367	326
Csf1	259	306	249	428	311	288
Csf1r	726	848	783	1147	652	732
Csf2	0	1	0	0	0	0
Csf2ra	235	258	214	311	222	148
Csf2rb	47	28	60	59	44	47
Csf2rb2	20	22	18	28	14	21
Csf3	1	0	0	0	0	0
Csf3r	104	81	72	148	83	84
Csgalnact1	80	109	61	114	72	112
Csgalnact2	229	322	280	304	221	207
Csk	226	322	332	286	262	220
Csl	1	8	1	4	1	1
Csmd1	231	90	69	112	106	89
Csmd3	173	165	105	204	179	152
Csn1s1	0	0	0	0	0	0
Csn1s2a	0	0	0	0	0	0
Csn1s2b	0	0	0	0	0	0
Csn2	0	1	2	1	0	0
Csn3	1	2	0	0	0	0
Csnk1a1	1154	1628	1224	1476	1386	1273
Csnk1d	410	511	482	583	472	469
Csnk1e	545	505	464	566	442	385
Csnk1g1	180	165	148	187	170	131
Csnk1g2	792	886	816	868	752	651
Csnk1g3	479	522	410	584	491	523
Csnk2a1	597	638	565	765	623	540
Csnk2a2	102	125	101	123	101	119
Csnk2b	285	356	332	376	285	343
Csnka2ip	2	2	0	2	0	0
Cspg4	194	192	166	282	251	200
Cspg5	776	648	508	1587	1274	1343
Cspp1	301	276	216	287	275	238
Csprs	0	0	0	0	0	0
Csrnp1	39	36	25	34	19	18
Csrnp2	65	50	40	50	49	36
Csrnp3	353	372	286	303	320	280
Csrp1	2461	3170	1808	3201	2057	2602
Csrp2	82	174	155	89	104	141
Csrp2bp	168	207	154	222	183	196
Csrp3	0	1	0	3	0	0
Cst10	2	0	0	0	0	0
Cst11	0	0	0	1	0	0
Cst12	0	2	0	0	1	0
Cst13	0	0	0	1	0	0
Cst3	2900	4536	3480	5017	4002	4139
Cst6	6	3	2	6	2	3
Cst7	7	2	1	8	3	3
